customerId,firstName,lastName,emailAddress,phoneNumber,customerSince,isActive,extraField1,op,eventTime,seqNum
622cdb5f-91fc-4607-8157-60bc6b39da10,María,gómez,maría_gómez+u5@test.org,870724016,2025-10-04,Y,N/A,U,2025-11-08 17:23:45,2
99a949c5-659c-443c-9216-e5c2a395398a,María,Díaz, maría-díaz+u2@test.org ,062245021,2024-08-09,Y,N/A,U,2025-11-08 23:24:31,2
e540004b-0111-4754-997d-7169a4560479,Luis,  Gómez  ,luis-gómez+u8@test.org,331027164,2023-09-11,Y,N/A,U,2025-11-08 00:45:26,2
5512db99-025e-4536-8141-048766ce9014,Sofía,fernández,sofía.fernández+u5@test.org,082553333,2023-05-21,Y,,U,2025-11-08 05:13:49,2
b0fca5ef-13f4-46da-bcee-1004afd6ce5b,Carlos,González,,419026831,2022-03-30,Y,legacy,U,2025-11-08 19:02:21,2
d3902cd7-6306-47e9-a961-3b498179701a,Laura,gómez,  laura.gómez@mail.com  ,748060700,2020-12-25,Y,,D,2025-11-08 17:56:01,2
0b111fad-7fc3-417a-97f0-83775526343b,Sofía,López,sofía-lópez@test.org,870350014,2024-02-04,N,N/A,D,2025-11-08 01:34:26,2
2cfc0e02-d230-4d3b-a512-ee9d94beb13c, LUCÍA  ,Fernández,lucía-fernández@test.org,855715885,2024-12-28,Y,,D,2025-11-08 10:51:59,2
82652f3d-4d51-4f3d-8b00-7f2596da0fb6,Lucía, López,lucíalópez@test.org,,2023-04-18,Y,N/A,D,2025-11-08 02:08:41,2
e3338191-5b2f-4095-8155-53bbbcb00810,Laura ,Rodríguez,laurarodríguez@correo.es,227339721,2025-07-26,Y,,D,2025-11-08 15:40:36,2
acebd143-994d-4176-8bef-45ba6a422dce,PABLO,Rodríguez,pablo_rodríguez+u2@mail.com,602273023,2025-10-05,Y,,D,2025-11-08 02:24:12,3
a37a0184-332b-421e-aa5e-5b49dbd3775a,Ana,Gómez,ana_gómez@mail.com,864543641,2023-04-22,Y,N/A,D,2025-11-08 00:34:39,2
e7d735af-9f73-4620-bbb7-98e4906535e2,Juan,Rodríguez,juanrodríguez+u3@correo.es,710785297,2021-07-28,Y,N/A,D,2025-11-08 05:45:28,3
f3c4d95f-cfa8-4ada-81e0-06d06d8c09b5,LUIS, gonzález, luisgonzález@test.org ,566176946,2023-09-01,n,,D,2025-11-08 21:58:30,2
f969c3c8-afc2-4dd9-b5a5-d48120b94053,LAURA, Rodríguez , laura_rodríguez@mail.com ,198520001,2024-11-11,Y,N/A,D,2025-11-08 19:53:25,2
1b2a6951-6910-4709-bd38-7ba2edad50c7,Sofía,Fernández ,sofía_fernández@test.org,503126394,2022-09-29,Y,legacy,D,2025-11-08 06:32:00,2
bf734ea3-b18e-490d-be05-6986006d4c6b,  Juan ,García,juangarcía@mail.com,534858154,2024-02-19,Y,,D,2025-11-08 02:28:22,2
5075afe5-0bf2-4125-8894-c0bd35ffb6e7,JUAN,Martínez,juan_martínez@test.org,591387784,2023-07-20,Y,,D,2025-11-08 17:53:22,2
57e3e819-d25f-4ec6-83fe-75cfd3bb2a12,Ana,González,ana_gonzález+u6@test.org,310530952,2022-09-02,Y,,D,2025-11-08 15:56:25,3
4cc4a21e-906a-4d53-a686-ab5dd9343dfc,María,fernández, maría_fernández@correo.es,439744440,2025-08-20,n,,D,2025-11-08 17:34:12,2
07b00fd5-1085-4d75-822a-1e971da783ff,  LUCÍA,Gómez,lucía_gómez@test.org,117744745,2025-02-04,Y,,D,2025-11-08 15:44:39,2
768c95ff-e049-4b1d-8b40-e3a5736fc3cb,Marta,García,marta.garcía@test.org,998388030,2021-04-24,Y,,D,2025-11-08 22:12:50,2
2d71b7b9-b649-45ff-896d-5623407697a3,SOFÍA,López,sofía.lópez@example.com,808149238,2021-09-23,Y,legacy,D,2025-11-08 11:49:25,2
